avg_mbps_full_traffic_filter2,median_mbps_full_traffic_filter2,std_dev_mbps_full_traffic_filter2,avg_pps_full_traffic_filter2,median_pps_full_traffic_filter2,std_pps_dev_full_traffic_filter2
7.491337472922169,6.9120001792907715,3.3411271812585297,625.0,576.0,277.30128019899223
