File Name,Folder,Start(CET),Duration[s],Peak[Mb/s],Protocol,Src Port(s),Dst Port(s),Src IPs,IPs Fragmented,Flags
LEGION-XML-S-01,TrafficAnalysis_LEGION-XML-S-01_2015-01-05_22_38_13.txt/,1420497494,297,0.007568,UDP,53:DNS+,MANY,1,0,
NETCOM-CHARGEN-S-01,TrafficAnalysis_NETCOM-CHARGEN-S-01_2014-12-29_14_28_13.txt/,1419863294,298,426.33087,UDP,1900:SSDP+MANY,80:HTTP+MANY,68419,0,
NETCOM-CHARGEN-S-02,TrafficAnalysis_NETCOM-CHARGEN-S-02_2014-12-29_16_15_41.txt/,1419869742,298,418.65707,UDP,1900:SSDP+MANY,80:HTTP+MANY,111842,0,
NETCOM-DNS-S-01,TrafficAnalysis_NETCOM-DNS-S-01_2014-12-29_14_54_44.txt/,1419864884,299,418.49252,UDP,1900:SSDP+MANY,80:HTTP+MANY,146213,0,
NETCOM-DNS-S-02,TrafficAnalysis_NETCOM-DNS-S-02_2014-12-29_19_19_28.txt/,1419880769,299,364.9929,UDP,1900:SSDP+MANY,80:HTTP+MANY,49063,0,
NETCOM-ESSYN-S-01,TrafficAnalysis_NETCOM-ESSYN-S-01_2015-01-02_17_06_21.txt/,1420218382,297,0.007728,UDP,53:DNS+,MANY,1,0,
NETCOM-ESSYN-S-02,TrafficAnalysis_NETCOM-ESSYN-S-02_2015-01-02_17_34_48.txt/,1420220089,297,0.007888,UDP,53:DNS+,MANY,1,0,
NETCOM-NTP-S-01,TrafficAnalysis_NETCOM-NTP-S-01_2014-12-29_15_14_46.txt/,1419866087,299,456.5401,UDP,1900:SSDP+MANY,80:HTTP+MANY,115652,0,
NETCOM-NTP-S-02,TrafficAnalysis_NETCOM-NTP-S-02_2014-12-29_19_38_18.txt/,1419881899,298,367.52573,UDP,1900:SSDP+MANY,80:HTTP+MANY,60650,0,
NETCOM-SNMP-S-01,TrafficAnalysis_NETCOM-SNMP-S-01_2014-12-29_15_30_39.txt/,1419867040,299,405.67966,UDP,1900:SSDP+MANY,80:HTTP+MANY,41884,0,
NETCOM-SNMP-S-02,TrafficAnalysis_NETCOM-SNMP-S-02_2014-12-29_20_10_41.txt/,1419883842,299,358.58133,UDP,1900:SSDP+MANY,80:HTTP+MANY,37803,0,
NETCOM-UDP-S-01,TrafficAnalysis_NETCOM-UDP-S-01_2014-12-29_15_43_40.txt/,1419867821,299,463.25906,UDP,1900:SSDP+MANY,80:HTTP+MANY,82836,0,
NETCOM-UDP-S-02,TrafficAnalysis_NETCOM-UDP-S-02_2014-12-29_20_23_48.txt/,1419884628,299,301.1296,UDP,1900:SSDP+MANY,80:HTTP+MANY,33180,0,
NETCOM-UDPLAG-S-01,TrafficAnalysis_NETCOM-UDPLAG-S-01_2014-12-29_16_01_23.txt/,1419868883,299,444.09073,UDP,1900:SSDP+MANY,80:HTTP+MANY,60157,0,
NETCOM-UDPLAG-S-02,TrafficAnalysis_NETCOM-UDPLAG-S-02_2014-12-29_20_39_37.txt/,1419885577,298,410.59247,UDP,1900:SSDP+MANY,80:HTTP+MANY,38504,0,
NETNET-CHARGEN-S-01,TrafficAnalysis_NETNET-CHARGEN-S-01_2014-12-25_12_50_21.txt/,1419511822,298,0.007632,UDP,53:DNS+,MANY,1,0,
NETNET-CHARGEN-S-02,TrafficAnalysis_NETNET-CHARGEN-S-02_2015-01-02_20_39_58.txt/,1420231199,297,0.008336,UDP,53:DNS+,MANY,1,0,
NETNET-DNS-S-01,TrafficAnalysis_NETNET-DNS-S-01_2014-12-25_13_05_15.txt/,1419512716,298,0.008272,UDP,53:DNS+SOME,MANY,4,0,
NETNET-DNS-S-02,TrafficAnalysis_NETNET-DNS-S-02_2015-01-02_20_17_27.txt/,1420229849,297,0.010672,UDP,53:DNS+MANY,MANY,6,0,
NETNET-ESSYN-S-01,TrafficAnalysis_NETNET-ESSYN-S-01_2014-12-26_17_55_09.txt/,1419616511,297,0.0084,UDP,53:DNS+,MANY,1,0,
NETNET-NTP-S-01,TrafficAnalysis_NETNET-NTP-S-01_2014-12-25_13_22_03.txt/,1419513724,297,0.007728,UDP,53:DNS+,MANY,1,0,
NETNET-NTP-S-02,TrafficAnalysis_NETNET-NTP-S-02_2015-01-02_20_47_22.txt/,1420231643,297,0.008336,UDP,53:DNS+,MANY,1,0,
NETNET-SSDP-S-01,TrafficAnalysis_NETNET-SSDP-S-01_2014-12-25_13_38_01.txt/,1419514682,297,0.012416,UDP,53:DNS+SOME,MANY,4,0,
NETNET-SSDP-S-02,TrafficAnalysis_NETNET-SSDP-S-02_2015-01-02_20_54_33.txt/,1420232074,298,0.012416,UDP,53:DNS+MANY,MANY,7,0,
NETNET-SSYN-S-01,TrafficAnalysis_NETNET-SSYN-S-01_2014-12-26_18_11_12.txt/,1419617473,297,0.012416,UDP,53:DNS+SOME,MANY,2,0,
NETNET-SSYN-S-02,TrafficAnalysis_NETNET-SSYN-S-02_2015-01-02_21_03_58.txt/,1420232639,298,0.007568,UDP,53:DNS+,MANY,1,0,
NETNET-SUDP-S-01,TrafficAnalysis_NETNET-SUDP-S-01_2014-12-25_13_51_51.txt/,1419515512,298,0.0084,UDP,53:DNS+SOME,MANY,4,0,
NETNET-SUDP-S-02,TrafficAnalysis_NETNET-SUDP-S-02_2015-01-02_21_12_35.txt/,1420233156,298,0.007568,UDP,53:DNS+,MANY,1,0,
NETNET-XSYN-S-01,TrafficAnalysis_NETNET-XSYN-S-01_2014-12-26_18_45_49.txt/,1419619550,298,0.008368,UDP,53:DNS+,MANY,2,0,
NETNET-XSYN-S-02,TrafficAnalysis_NETNET-XSYN-S-02_2015-01-02_21_21_04.txt/,1420233665,297,1.078672,UDP,53:DNS+SOME,MANY,2,1,
POWER-NTP-S-01,TrafficAnalysis_POWER-NTP-S-01_2015-03-26_16%3A06%3A37.txt/,1427385998,297,0.031176,UDP,53:DNS+,MANY,1,0,
POWER-NTP-S-02,TrafficAnalysis_POWER-NTP-S-02_2015-03-26_16%3A27%3A03.txt/,1427387224,297,0.024248,UDP,53:DNS+SOME,MANY,2,0,
POWER-SNMP-S-01,TrafficAnalysis_POWER-SNMP-S-01_2015-03-26_16%3A34%3A32.txt/,1427387673,297,0.007568,UDP,53:DNS+,MANY,1,0,
POWER-SNMP-S-02,TrafficAnalysis_POWER-SNMP-S-02_2015-03-26_17%3A20%3A36.txt/,1427390437,298,0.031176,UDP,53:DNS+,MANY,1,0,
POWER-SSYN-S-01,TrafficAnalysis_POWER-SSYN-S-01_2015-03-26_19%3A18%3A10.txt/,1427397490,298,5.76E-4,UDP,53:DNS+MANY,MANY,5,0,
POWER-SSYN-S-02,TrafficAnalysis_POWER-SSYN-S-02_2015-03-26_19%3A28%3A17.txt/,1427398099,297,0.052376,UDP,53:DNS+MANY,MANY,4,0,
POWER-TCPAMP-S-01,TrafficAnalysis_POWER-TCPAMP-S-01_2015-03-26_17%3A27%3A48.txt/,1427390869,297,0.007728,UDP,53:DNS+,MANY,1,0,
POWER-TCPAMP-S-02,TrafficAnalysis_POWER-TCPAMP-S-02_2015-03-26_17%3A34%3A09.txt/,1427391250,297,0.007632,UDP,53:DNS+,MANY,1,0,
QUANT,TrafficAnalysis_QUANT_SSDP_10.txt/,1429087294,59,123.738396,UDP,1900:SSDP+MANY,MANY,6860,0,
QUANT-CHARGEN-S-01,TrafficAnalysis_QUANT-CHARGEN-S-01.txt/,1428878475,240,235.02867,UDP,19:CharGen+MANY,MANY,518,0,
QUANT-CHARGEN-S-02,TrafficAnalysis_QUANT-CHARGEN-S-02.txt/,1428879939,213,330.25433,UDP,19:CharGen+MANY,MANY,520,0,
QUANT-DOMINATE-S-01,TrafficAnalysis_QUANT-DOMINATE-S-01.txt/,1428878847,219,15.351152,TCP,MANY,MANY,1292129,0,CWR(1292148)ECE(1292148)ACK(30)RST(109)SYN(1292149)
QUANT-DOMINATE-S-02,TrafficAnalysis_QUANT-DOMINATE-S-02.txt/,1428880308,273,8.799264,TCP,MANY,MANY,673361,0,CWR(673378)ECE(673378)ACK(26)RST(55)SYN(673381)
QUANT-SSDP-S-01,TrafficAnalysis_QUANT-SSDP-S-01.txt/,1428877721,268,328.82306,UDP,1900:SSDP+MANY,MANY,10024,0,
QUANT-SSDP-S-02,TrafficAnalysis_QUANT-SSDP-S-02.txt/,1428879206,291,208.37178,UDP,1900:SSDP+MANY,MANY,15329,0,
QUANT-SSYN-S-01,TrafficAnalysis_QUANT-SSYN-S-01.txt/,1428878086,240,12.597552,TCP,MANY,80:HTTP+MANY,253747,0,ACK(127498)RST(3)SYN(5)
QUANT-SSYN-S-02,TrafficAnalysis_QUANT-SSYN-S-02.txt/,1428879592,253,9.6E-4,TCP,MANY,80:HTTP+MANY,132531,0,ACK(66308)RST(6)SYN(3)
RAGE-CHARGEN-S-01,TrafficAnalysis_RAGE-CHARGEN-S-01_2015-01-03_21_15_40.txt/,1420319741,298,0.0076,UDP,53:DNS+,MANY,1,0,
RAGE-CHARGEN-S-02,TrafficAnalysis_RAGE-CHARGEN-S-02_2015-01-03_22_02_40.txt/,1420322561,298,303.39685,UDP,19:CharGen+MANY,2001:unknown+MANY,1284,0,
RAGE-ESSYN-S-01,TrafficAnalysis_RAGE-ESSYN-S-01_2015-01-03_21_56_58.txt/,1420322219,297,0.012416,UDP,53:DNS+SOME,MANY,2,0,
RAGE-ESSYN-S-02,TrafficAnalysis_RAGE-ESSYN-S-02_2015-01-03_23_20_03.txt/,1420327208,272,7.04472,TCP,MANY,80:HTTP+SOME,460989,0,ACK(1)SYN(461040)
RAGE-NTP-S-01,TrafficAnalysis_RAGE-NTP-S-01_2015-01-03_21_22_39.txt/,1420320160,298,483.82764,UDP,123:NTP+SOME,80:HTTP+MANY,1666,0,
RAGE-NTP-S-02,TrafficAnalysis_RAGE-NTP-S-02_2015-01-03_22_15_01.txt/,1420323302,298,0.020752,UDP,53:DNS+SOME,MANY,2,0,
RAGE-SSDP-S-01,TrafficAnalysis_RAGE-SSDP-S-01_2015-01-03_21_32_09.txt/,1420320730,297,2.241456,UDP,123:NTP+SOME,80:HTTP+MANY,2,0,
RAGE-SSDP-S-02,TrafficAnalysis_RAGE-SSDP-S-02_2015-01-03_22_36_43.txt/,1420324604,298,312.1292,UDP,19:CharGen+MANY,2001:unknown+MANY,1267,0,
RAGE-SSYN-S-01,TrafficAnalysis_RAGE-SSYN-S-01_2015-01-03_21_51_34.txt/,1420321895,298,0.0076,UDP,53:DNS+,MANY,1,0,
RAGE-SSYN-S-02,TrafficAnalysis_RAGE-SSYN-S-02_2015-01-03_23_10_58.txt/,1420326659,297,0.012416,UDP,53:DNS+SOME,MANY,2,0,
RAGE-UDP-S-01,TrafficAnalysis_RAGE-UDP-S-01_2015-01-03_21_38_45.txt/,1420321126,297,0.009616,UDP,53:DNS+,MANY,1,0,
RAGE-UDP-S-02,TrafficAnalysis_RAGE-UDP-S-02_2015-01-03_22_37_56.txt/,1420324676,298,312.1292,UDP,19:CharGen+MANY,2001:unknown+MANY,1267,0,
RAGE-UDPLAG-S-01,TrafficAnalysis_RAGE-UDPLAG-S-01_2015-01-03_21_43_54.txt/,1420321435,297,0.0076,UDP,53:DNS+SOME,MANY,2,0,
RAGE-UDPLAG-S-02,TrafficAnalysis_RAGE-UDPLAG-S-02_2015-01-03_22_44_07.txt/,1420325048,299,42.959095,UDP,19:CharGen+MANY,2001:unknown+MANY,1224,0,
RAGE-XYN-S-01,TrafficAnalysis_RAGE-XYN-S-01_2015-04-06_08%3A53%3A19.txt/,1428310400,297,0.025472,UDP,53:DNS+SOME,MANY,3,0,
RAGE-XYN-S-02,TrafficAnalysis_RAGE-XYN-S-02_2015-04-06_09%3A38%3A29.txt/,1428313109,298,0.055528,UDP,53:DNS+SOME,MANY,4,0,
REST-DNS-S-01,TrafficAnalysis_REST-DNS-S-01_2014-12-22_10_05_38.txt/,1419242739,299,1826.0912,UDP,53:DNS+SOME,MANY,2089,0,
REST-DNS-S-02,TrafficAnalysis_REST-DNS-S-02_2014-12-25_19_09_02.txt/,1419534543,297,1520.4656,UDP,53:DNS+MANY,MANY,1087,0,
REST-GHPGET-S-01,TrafficAnalysis_REST-GHPGET-S-01_2014-12-29_15_51_24.txt/,1419868285,298,0.25024,UDP,53:DNS+1900:SSDP+MANY,80:HTTP+MANY,18,0,
REST-GHPGET-S-02,TrafficAnalysis_REST-GHPGET-S-02_2015-04-08_19%3A49%3A36.txt/,1428522578,297,0.129808,UDP,53:DNS+SOME,MANY,2,0,
REST-GHPHEAD-01,TrafficAnalysis_REST-GHPHEAD-01_2014-12-29_19_12_20.txt/,1419880340,298,0.092272,UDP,53:DNS+MANY,MANY,7,0,
REST-GHPHEAD-S-02,TrafficAnalysis_REST-GHPHEAD-S-02_2015-04-08_20%3A07%3A54.txt/,1428523675,297,0.018448,UDP,53:DNS+SOME,MANY,2,0,
REST-GHPPOST-S-01,TrafficAnalysis_REST-GHPPOST-S-01_2014-12-29_20_01_04.txt/,1419883265,297,0.056304,UDP,53:DNS+SOME,MANY,2,0,
REST-GHPPOST-S-02,TrafficAnalysis_REST-GHPPOST-S-02_2015-04-08_20%3A13%3A48.txt/,1428524029,297,0.018576,UDP,53:DNS+SOME,MANY,3,0,
REST-NTP-S-01,TrafficAnalysis_REST-NTP-S-01_2014-12-22_10_12_49.txt/,1419243170,298,415.78506,UDP,123:NTP+MANY,80:HTTP+MANY,1801,0,
REST-NTP-S-02,TrafficAnalysis_REST-NTP-S-02_2014-12-25_19_27_06.txt/,1419535627,299,377.46854,UDP,123:NTP+SOME,80:HTTP+MANY,1528,0,
REST-RUDY-S-01,TrafficAnalysis_REST-RUDY-S-01_2014-12-29_16_08_33.txt/,1419869314,298,0.49772,UDP,1900:SSDP+MANY,80:HTTP+MANY,20,0,
REST-RUDY-S-02,TrafficAnalysis_REST-RUDY-S-02_2015-04-08_20%3A19%3A32.txt/,1428524373,297,0.03172,UDP,53:DNS+SOME,MANY,2,0,
REST-SLOW-S-01,TrafficAnalysis_REST-SLOW-S-01_2014-12-29_20_18_18.txt/,1419884298,299,0.333728,UDP,1900:SSDP+53:DNS+SOME,80:HTTP+MANY,17,0,
REST-SLOW-S-02,TrafficAnalysis_REST-SLOW-S-02_2015-04-08_20%3A25%3A46.txt/,1428524747,298,6.001936,UDP,123:NTP+SOME,80:HTTP+MANY,4,0,
REST-SRCGET-S-01,TrafficAnalysis_REST-SRCGET-S-01_2014-12-29_19_31_46.txt/,1419881507,297,0.127944,UDP,53:DNS+1900:SSDP+MANY,80:HTTP+MANY,7,0,
REST-SRCGET-S-02,TrafficAnalysis_REST-SRCGET-S-02_2015-01-02_19_48_49.txt/,1420228129,299,0.048312,UDP,MANY,53:DNS+SOME,1,0,
REST-SRCHEAD-S-01,TrafficAnalysis_REST-SRCHEAD-S-01_2014-12-29_16_23_46.txt/,1419870227,298,0.185736,UDP,53:DNS+MANY,80:HTTP+MANY,36,0,
REST-SRCHEAD-S-02,TrafficAnalysis_REST-SRCHEAD-S-02_2015-04-08_20%3A37%3A13.txt/,1428525434,297,0.007568,UDP,53:DNS+,MANY,1,0,
REST-SRCPOST-S-01,TrafficAnalysis_REST-SRCPOST-S-01_2014-12-29_20_30_59.txt/,1419885060,298,1.043776,UDP,53:DNS+1900:SSDP+SOME,80:HTTP+MANY,12,0,
REST-SRCPOST-S-02,TrafficAnalysis_REST-SRCPOST-S-02_2015-04-08_20%3A31%3A34.txt/,1428525095,298,4.503696,UDP,123:NTP+SOME,80:HTTP+MANY,4,0,
REST-SSYN-S-01,TrafficAnalysis_REST-SSYN-S-01_2014-12-22_15_57_50.txt/,1419263878,291,40.876335,TCP,MANY,80:HTTP+SOME,1597040,0,CWR(2)ECE(5)ACK(3882)RST(35088)SYN(1597030)FIN(25)
REST-SSYN-S-02,TrafficAnalysis_REST-SSYN-S-02_2014-12-23_23_21_20.txt/,1419376910,266,45.28847,TCP,MANY,80:HTTP+SOME,1824428,0,CWR(5)ECE(8)ACK(6380)RST(57581)SYN(1824123)FIN(45)
REST-UDP-S-01,TrafficAnalysis_REST-UDP-S-01_2014-12-22_10_19_30.txt/,1419243571,298,1025.7607,UDP,53:DNS+SOME,MANY,2067,0,
REST-UDP-S-02,TrafficAnalysis_REST-UDP-S-02_2014-12-25_20_12_12.txt/,1419538333,299,847.4191,UDP,53:DNS+SOME,MANY,1074,0,
REST-UDPLAG-S-01,TrafficAnalysis_REST-UDPLAG-S-01_2014-12-22_10_26_31.txt/,1419243992,298,84.746315,UDP,53:DNS+MANY,MANY,89,0,
REST-UDPLAG-S-02,TrafficAnalysis_REST-UDPLAG-S-02_2014-12-25_20_22_22.txt/,1419538943,298,146.69154,UDP,53:DNS+SOME,MANY,86,0,
REST-XML-S-01,TrafficAnalysis_REST-XML-S-01_2014-12-29_19_46_50.txt/,1419882417,281,6.045528,TCP,MANY,80:HTTP+SOME,2163,0,CWR(6)ECE(6)ACK(2168)PSH(2168)RST(15)SYN(2175)FIN(2164)
REST-XML-S-02,TrafficAnalysis_REST-XML-S-02_2015-04-08_20%3A43%3A31.txt/,1428525812,298,0.018448,UDP,53:DNS+SOME,MANY,2,0,
REST-XSSYN-S-01,TrafficAnalysis_REST-XSSYN-S-01_2014-12-22_16_09_59.txt/,1419264605,291,42.072792,TCP,MANY,80:HTTP+SOME,1668762,0,CWR(4)ECE(3)ACK(4523)RST(41710)SYN(1668722)FIN(26)
REST-XSSYN-S-02,TrafficAnalysis_REST-XSSYN-S-02_2014-12-23_23_34_46.txt/,1419377691,294,44.80891,TCP,MANY,80:HTTP+,1812661,0,CWR(7)ECE(5)ACK(6466)RST(57407)SYN(1812584)FIN(42)
TITAN-ESSYN-S-01,TrafficAnalysis_TITAN-ESSYN-S-01_2014-12-22_22_33_09.txt/,1419287590,297,306.04343,UDP,53:DNS+SOME,MANY,90,0,
TITAN-ESSYN-S-02,TrafficAnalysis_TITAN-ESSYN-S-02_2014-12-25_15_22_14.txt/,1419520935,297,518.4036,UDP,53:DNS+MANY,MANY,98,0,
TITAN-RUDY-S-01,TrafficAnalysis_TITAN-RUDY-S-01_2014-12-29_13_00_09.txt/,1419858010,298,510.01407,UDP,53:DNS+MANY,MANY,87,0,
TITAN-RUDY-S-02,TrafficAnalysis_TITAN-RUDY-S-02_2014-12-29_13_15_46.txt/,1419858947,299,487.6958,UDP,53:DNS+,MANY,84,0,
TITAN-SLOW-S-01,TrafficAnalysis_TITAN-SLOW-S-01_2014-12-29_13_09_40.txt/,1419858581,297,473.02335,UDP,53:DNS+SOME,MANY,86,0,
TITAN-SLOW-S-02,TrafficAnalysis_TITAN-SLOW-S-02_2014-12-29_13_22_44.txt/,1419859365,299,501.19495,UDP,53:DNS+,MANY,85,0,
TITAN-UDP-S-01,TrafficAnalysis_TITAN-UDP-S-01_2014-12-22_22_11_11.txt/,1419286272,299,331.16583,UDP,53:DNS+,MANY,91,0,
TITAN-UDP-S-02,TrafficAnalysis_TITAN-UDP-S-02_2014-12-25_18_17_38.txt/,1419531459,298,332.553,UDP,53:DNS+SOME,MANY,222,0,
TITAN-UDPLAG-S-01,TrafficAnalysis_TITAN-UDPLAG-S-01_2014-12-22_23_05_14.txt/,1419289515,298,268.48294,UDP,53:DNS+MANY,MANY,228,0,
TITAN-UDPLAG-S-02,TrafficAnalysis_TITAN-UDPLAG-S-02_2014-12-25_18_31_58.txt/,1419532320,298,326.0103,UDP,53:DNS+MANY,MANY,223,0,
VDOS-ESSYN-S-01,TrafficAnalysis_VDOS-ESSYN-S-01_2014-12-25_13_30_25.txt/,1419514239,285,51.642586,TCP,MANY,80:HTTP+SOME,2557889,0,CWR(17)ECE(10)ACK(10704)RST(95731)SYN(2557785)FIN(61)
VDOS-ESSYN-S-02,TrafficAnalysis_VDOS-ESSYN-S-02_2014-12-25_17_30_40.txt/,1419528649,284,50.22052,TCP,MANY,80:HTTP+SOME,1399829,0,CWR(3)ECE(4)ACK(1893)PSH(1)RST(16952)SYN(1399826)FIN(12)
VDOS-SSDP-S-01,TrafficAnalysis_VDOS-SSDP-S-01_2014-12-25_23_00_00.txt/,1419548401,298,267.94226,UDP,1900:SSDP+MANY,80:HTTP+MANY,120451,0,
VDOS-SSDP-S-02,TrafficAnalysis_VDOS-SSDP-S-02_2014-12-25_23_24_49.txt/,1419549890,298,353.8169,UDP,1900:SSDP+MANY,80:HTTP+MANY,304536,0,
VDOS-SUDP-S-01,TrafficAnalysis_VDOS-SUDP-S-01_2014-12-25_23_07_31.txt/,1419548852,297,760.91724,UDP,53:DNS+MANY,MANY,29297,0,
VDOS-SUDP-S-02,TrafficAnalysis_VDOS-SUDP-S-02_2014-12-25_23_32_32.txt/,1419550353,298,703.05457,UDP,53:DNS+MANY,MANY,29291,0,
VDOS-TCPACK-S-01,TrafficAnalysis_VDOS-TCPACK-S-01_2014-12-25_13_44_11.txt/,1419515072,190,28.658209,TCP,MANY,80:HTTP+SOME,1146101,0,ACK(1146124)RST(36)SYN(4)FIN(1)
VDOS-TCPACK-S-02,TrafficAnalysis_VDOS-TCPACK-S-02_2014-12-25_17_46_09.txt/,1419529573,289,32.81392,TCP,MANY,80:HTTP+MANY,894452,0,ACK(894476)RST(28)SYN(6)FIN(1)
VDOS-TCPFIN-S-01,TrafficAnalysis_VDOS-TCPFIN-S-01_2014-12-25_13_58_30.txt/,1419515919,238,60.00757,TCP,MANY,80:HTTP+SOME,5250936,0,ACK(3)RST(3)SYN(4)FIN(1)
VDOS-TCPFIN-S-02,TrafficAnalysis_VDOS-TCPFIN-S-02_2014-12-25_18_01_04.txt/,1419530465,297,0.078784,UDP,53:DNS+MANY,MANY,4,0,
VDOS-TCPNO-S-01,TrafficAnalysis_VDOS-TCPNO-S-01_2014-12-25_14_26_19.txt/,1419517595,283,33.76224,TCP,MANY,80:HTTP+SOME,2707103,0,ACK(32)RST(33)SYN(3)FIN(1)
VDOS-TCPNO-S-02,TrafficAnalysis_VDOS-TCPNO-S-02_2014-12-25_18_24_03.txt/,1419531844,297,1.2108,UDP,53:DNS+SOME,MANY,3,0,
VDOS-TCPRST-S-01,TrafficAnalysis_VDOS-TCPRST-S-01_2014-12-25_14_44_50.txt/,1419518702,179,59.119953,TCP,MANY,80:HTTP+SOME,5409109,0,ACK(1)RST(5409134)SYN(2)FIN(1)
VDOS-TCPRST-S-02,TrafficAnalysis_VDOS-TCPRST-S-02_2014-12-25_18_43_05.txt/,1419533006,115,56.520527,TCP,MANY,80:HTTP+SOME,5009683,0,ACK(1)RST(5009704)SYN(2)FIN(1)
VDOS-XSYN-S-01,TrafficAnalysis_VDOS-XSYN-S-01_2014-12-25_15_02_42.txt/,1419519780,280,53.61976,TCP,MANY,80:HTTP+MANY,2283233,0,CWR(13)ECE(12)ACK(12740)PSH(3)RST(113614)SYN(2283125)FIN(68)
VDOS-XSYN-S-02,TrafficAnalysis_VDOS-XSYN-S-02_2014-12-25_20_01_31.txt/,1419537704,284,30.51684,TCP,MANY,80:HTTP+SOME,831136,0,CWR(6)ECE(2)ACK(3359)RST(30022)SYN(831138)FIN(4)
prod-anon-001,TrafficAnalysis_prod-anon-001.txt/,1428745323,20,10.934048,UDP,16705:unknown+MANY,16705:unknown+SOME,57,53,
prod-anon-002,TrafficAnalysis_prod-anon-002.txt/,1428745369,61,3.8672,UDP,16705:unknown+MANY,16705:unknown+SOME,64,62,
prod-anon-003,TrafficAnalysis_prod-anon-003.txt/,1444237630,21,12.813768,TCP,443:HTTPS+,MANY,10,0,ACK(10)PSH(6)
prod-anon-004,TrafficAnalysis_prod-anon-004.txt/,1444240545,18,14.67984,TCP,443:HTTPS+,MANY,9,0,ACK(9)PSH(4)
prod-anon-005,TrafficAnalysis_prod-anon-005.txt/,1445468940,14,2.4276,TCP,25:SMTP+,MANY,4,0,ACK(4)PSH(3)SYN(4)FIN(3)
prod-anon-006,TrafficAnalysis_prod-anon-006.txt/,1428068431,55,0.980928,UDP,123:NTP+SOME,80:HTTP+SOME,936,0,
prod-anon-007,TrafficAnalysis_prod-anon-007.txt/,1428068486,58,1.074304,UDP,123:NTP+SOME,80:HTTP+SOME,954,0,
prod-anon-008,TrafficAnalysis_prod-anon-008.txt/,1446768046,37,5.046288,UDP,161:SNMP+MANY,80:HTTP+MANY,965,944,
prod-anon-009,TrafficAnalysis_prod-anon-009.txt/,1446847062,21,9.92E-4,UDP,161:SNMP+MANY,80:HTTP+MANY,1044,1021,
prod-anon-010,TrafficAnalysis_prod-anon-010.txt/,1417606735,15,2.90408,UDP,1900:SSDP+,80:HTTP+,2640,0,
prod-anon-011,TrafficAnalysis_prod-anon-011.txt/,1425286830,32,3.118576,UDP,MANY,80:HTTP+,260,0,
prod-anon-012,TrafficAnalysis_prod-anon-012.txt/,1425286862,26,3.741704,UDP,MANY,80:HTTP+,263,0,
prod-anon-013,TrafficAnalysis_prod-anon-013.txt/,1425555008,29,2.719648,UDP,123:NTP+,80:HTTP+SOME,1468,0,
prod-anon-014,TrafficAnalysis_prod-anon-014.txt/,1445005518,58,0.15968,TCP,MANY,80:HTTP+,1055,0,SYN(1055)
prod-anon-015,TrafficAnalysis_prod-anon-015.txt/,1441872161,14,0.907712,TCP,MANY,80:HTTP+,356,0,ACK(342)PSH(302)RST(288)SYN(312)FIN(299)
prod-anon-016,TrafficAnalysis_prod-anon-016.txt/,1441879865,12,1.4074,TCP,MANY,80:HTTP+,335,0,ACK(324)PSH(298)RST(182)SYN(257)FIN(299)
prod-anon-017,TrafficAnalysis_prod-anon-017.txt/,1425286830,32,3.118576,UDP,MANY,80:HTTP+,260,0,
prod-anon-018,TrafficAnalysis_prod-anon-018.txt/,1419000434,10,0.366944,TCP,MANY,80:HTTP+,9805,0,CWR(2)ACK(206)PSH(5)RST(9671)FIN(205)
prod-anon-019,TrafficAnalysis_prod-anon-019.txt/,1419000874,114,8.32E-4,TCP,MANY,80:HTTP+,788,0,CWR(63)ECE(63)ACK(783)PSH(679)RST(60)SYN(688)FIN(659)
prod-anon-020,TrafficAnalysis_prod-anon-020.txt/,1418929834,539,7.04E-4,TCP,MANY,80:HTTP+,350,0,CWR(28)ECE(28)ACK(349)PSH(312)RST(40)SYN(316)FIN(314)
prod-anon-021,TrafficAnalysis_prod-anon-021.txt/,1419063001,21,0.450944,TCP,53757:unknown+50158:unknown+SOME,80:HTTP+,3,0,ACK(3)PSH(1)SYN(1)FIN(1)
prod-anon-022,TrafficAnalysis_prod-anon-022.txt/,1418932457,9,0.363648,TCP,MANY,80:HTTP+,9649,0,ACK(9707)PSH(9)SYN(7)FIN(9)
prod-anon-023,TrafficAnalysis_prod-anon-023.txt/,1419034516,605,9.28E-4,TCP,MANY,80:HTTP+,534,0,CWR(2)ECE(2)SYN(534)
prod-anon-024,TrafficAnalysis_prod-anon-024.txt/,1418928875,14,0.36256,TCP,MANY,80:HTTP+,61,0,CWR(61)URG(28)ACK(61)PSH(61)RST(61)SYN(61)FIN(33)
prod-anon-025,TrafficAnalysis_prod-anon-025.txt/,1418931638,0,0.73056,UDP,30070:unknown+MANY,30584:unknown+MANY,84,40,
prod-anon-026,TrafficAnalysis_prod-anon-026.txt/,1418931826,20,1.649888,UDP,1900:SSDP+SOME,1900:SSDP+,4851,0,
prod-anon-027,TrafficAnalysis_prod-anon-027.txt/,1419000471,171,3.802368,UDP,123:NTP+MANY,80:HTTP+SOME,13,0,
prod-anon-028,TrafficAnalysis_prod-anon-028.txt/,1419001317,12,3.87504,UDP,123:NTP+,80:HTTP+,3,0,
prod-anon-029,TrafficAnalysis_prod-anon-029.txt/,1442159945,22,11.046056,UDP,MANY,80:HTTP+MANY,17,17,
