Start,Folder,File_name,Duration[s],Peak[Mb/s],Protocol,Src_Ports,Dst_Ports,Src_IPs,IPs_Fragmented,Flags
1419513724,TrafficAnalysis_NETNET-NTP-S-01_2014-12-25_13_22_03.txt/,NETNET-NTP-S-01,297,0.007728,UDP,53:DNS+,MANY,1,1,
1419514239,TrafficAnalysis_VDOS-ESSYN-S-01_2014-12-25_13_30_25.txt/,VDOS-ESSYN-S-01,285,51.642586,TCP,MANY,MANY,2557889,1,CWR(17)ECE(10)ACK(10704)RST(95731)SYN(2557785)FIN(61)
1419514682,TrafficAnalysis_NETNET-SSDP-S-01_2014-12-25_13_38_01.txt/,NETNET-SSDP-S-01,297,0.012416,UDP,53:DNS+SOME,MANY,4,1,
1419515072,TrafficAnalysis_VDOS-TCPACK-S-01_2014-12-25_13_44_11.txt/,VDOS-TCPACK-S-01,190,28.658209,TCP,MANY,MANY,1146101,1,ACK(1146124)RST(36)SYN(4)FIN(1)
1419515512,TrafficAnalysis_NETNET-SUDP-S-01_2014-12-25_13_51_51.txt/,NETNET-SUDP-S-01,298,0.0084,UDP,53:DNS+SOME,MANY,4,1,
1419515919,TrafficAnalysis_VDOS-TCPFIN-S-01_2014-12-25_13_58_30.txt/,VDOS-TCPFIN-S-01,238,60.00757,TCP,MANY,MANY,5250936,1,ACK(3)RST(3)SYN(4)FIN(1)
1419516392,TrafficAnalysis_CONS-SSDP-S-02_2014-12-25_14_06_31.txt/,CONS-SSDP-S-02,298,349.74484,UDP,1900:SSDP+MANY,MANY,60241,1,
1419517595,TrafficAnalysis_VDOS-TCPNO-S-01_2014-12-25_14_26_19.txt/,VDOS-TCPNO-S-01,283,33.76224,TCP,MANY,SOME,2707103,1,ACK(32)RST(33)SYN(3)FIN(1)
1419518153,TrafficAnalysis_CONS-UDP-S-02_2014-12-25_14_35_53.txt/,CONS-UDP-S-02,300,165.10545,UDP,53:DNS+MANY,MANY,77,1,
1419518702,TrafficAnalysis_VDOS-TCPRST-S-01_2014-12-25_14_44_50.txt/,VDOS-TCPRST-S-01,179,59.119953,TCP,MANY,SOME,5409109,1,ACK(1)RST(5409134)SYN(2)FIN(1)
1419519314,TrafficAnalysis_CONS-UDPLAG-S-02_2014-12-25_14_55_13.txt/,CONS-UDPLAG-S-02,299,16.084768,UDP,53:DNS+MANY,MANY,22,18,
1419519780,TrafficAnalysis_VDOS-XSYN-S-01_2014-12-25_15_02_42.txt/,VDOS-XSYN-S-01,280,53.61976,TCP,MANY,MANY,2283233,1,CWR(13)ECE(12)ACK(12740)PSH(3)RST(113614)SYN(2283125)FIN(68)
1419520368,TrafficAnalysis_IPSTR-CHARGEN-S-02_2014-12-25_15_12_47.txt/,IPSTR-CHARGEN-S-02,298,772.1142,UDP,19:CharGen+MANY,MANY,1473,1,
1419520935,TrafficAnalysis_TITAN-ESSYN-S-02_2014-12-25_15_22_14.txt/,TITAN-ESSYN-S-02,297,518.4036,UDP,53:DNS+MANY,MANY,98,1,
1419521506,TrafficAnalysis_IPSTR-DNS-S-02_2014-12-25_15_31_46.txt/,IPSTR-DNS-S-02,300,209.26083,UDP,53:DNS+MANY,MANY,90,1,
1419522016,TrafficAnalysis_KRYPT-CHARGEN-S-02_2014-12-25_15_40_16.txt/,KRYPT-CHARGEN-S-02,299,688.8099,UDP,19:CharGen+MANY,63977:unknown+MANY,450,1,
1419522894,TrafficAnalysis_IPSTR-NTP-S-02_2014-12-25_15_54_53.txt/,IPSTR-NTP-S-02,298,602.0249,UDP,123:NTP+SOME,MANY,1224,1,
1419527685,TrafficAnalysis_KRYPT-SSDP-S-02_2014-12-25_17_14_44.txt/,KRYPT-SSDP-S-02,298,748.2527,UDP,19:CharGen+MANY,16372:unknown+MANY,445,1,
1419528649,TrafficAnalysis_VDOS-ESSYN-S-02_2014-12-25_17_30_40.txt/,VDOS-ESSYN-S-02,284,50.22052,TCP,MANY,SOME,1399829,1,CWR(3)ECE(4)ACK(1893)PSH(1)RST(16952)SYN(1399826)FIN(12)
1419529108,TrafficAnalysis_IPSTR-SNMP-S-02_2014-12-25_17_38_27.txt/,IPSTR-SNMP-S-02,298,524.15643,UDP,161:SNMP+MANY,MANY,1237,1,
1419529573,TrafficAnalysis_VDOS-TCPACK-S-02_2014-12-25_17_46_09.txt/,VDOS-TCPACK-S-02,289,32.81392,TCP,MANY,MANY,894452,1,ACK(894476)RST(28)SYN(6)FIN(1)
1419530054,TrafficAnalysis_IPSTR-SSDP-S-02_2014-12-25_17_54_13.txt/,IPSTR-SSDP-S-02,298,299.0202,UDP,1900:SSDP+MANY,MANY,46943,1,
1419530465,TrafficAnalysis_VDOS-TCPFIN-S-02_2014-12-25_18_01_04.txt/,VDOS-TCPFIN-S-02,297,0.078784,UDP,53:DNS+MANY,MANY,4,1,
1419531459,TrafficAnalysis_TITAN-UDP-S-02_2014-12-25_18_17_38.txt/,TITAN-UDP-S-02,298,332.553,UDP,53:DNS+SOME,MANY,222,1,
1419531844,TrafficAnalysis_VDOS-TCPNO-S-02_2014-12-25_18_24_03.txt/,VDOS-TCPNO-S-02,297,1.2108,UDP,53:DNS+SOME,MANY,3,1,
1419532320,TrafficAnalysis_TITAN-UDPLAG-S-02_2014-12-25_18_31_58.txt/,TITAN-UDPLAG-S-02,298,326.0103,UDP,53:DNS+MANY,MANY,223,1,
1419533006,TrafficAnalysis_VDOS-TCPRST-S-02_2014-12-25_18_43_05.txt/,VDOS-TCPRST-S-02,115,56.520527,TCP,MANY,SOME,5009683,1,ACK(1)RST(5009704)SYN(2)FIN(1)
1419534543,TrafficAnalysis_REST-DNS-S-02_2014-12-25_19_09_02.txt/,REST-DNS-S-02,297,1520.4656,UDP,53:DNS+MANY,MANY,1087,1,
1419535627,TrafficAnalysis_REST-NTP-S-02_2014-12-25_19_27_06.txt/,REST-NTP-S-02,299,377.46854,UDP,123:NTP+SOME,80:HTTP+MANY,1528,1,
1419537704,TrafficAnalysis_VDOS-XSYN-S-02_2014-12-25_20_01_31.txt/,VDOS-XSYN-S-02,284,30.51684,TCP,MANY,SOME,831136,1,CWR(6)ECE(2)ACK(3359)RST(30022)SYN(831138)FIN(4)
1419538333,TrafficAnalysis_REST-UDP-S-02_2014-12-25_20_12_12.txt/,REST-UDP-S-02,299,847.4191,UDP,53:DNS+SOME,MANY,1074,1,
1419538943,TrafficAnalysis_REST-UDPLAG-S-02_2014-12-25_20_22_22.txt/,REST-UDPLAG-S-02,298,146.69154,UDP,53:DNS+SOME,MANY,86,1,
1419548401,TrafficAnalysis_VDOS-SSDP-S-01_2014-12-25_23_00_00.txt/,VDOS-SSDP-S-01,298,267.94226,UDP,1900:SSDP+MANY,80:HTTP+MANY,120451,1,
1419548852,TrafficAnalysis_VDOS-SUDP-S-01_2014-12-25_23_07_31.txt/,VDOS-SUDP-S-01,297,760.91724,UDP,53:DNS+MANY,MANY,29297,1,
1419549890,TrafficAnalysis_VDOS-SSDP-S-02_2014-12-25_23_24_49.txt/,VDOS-SSDP-S-02,298,353.8169,UDP,1900:SSDP+MANY,80:HTTP+MANY,304536,1,
1419550353,TrafficAnalysis_VDOS-SUDP-S-02_2014-12-25_23_32_32.txt/,VDOS-SUDP-S-02,298,703.05457,UDP,53:DNS+MANY,MANY,29291,1,
1419616084,TrafficAnalysis_DEST-CHARGEN-S-01_2014-12-26_17_48_03.txt/,DEST-CHARGEN-S-01,297,0.010672,UDP,53:DNS+SOME,MANY,2,1,
1419616511,TrafficAnalysis_NETNET-ESSYN-S-01_2014-12-26_17_55_09.txt/,NETNET-ESSYN-S-01,297,0.0084,UDP,53:DNS+,MANY,1,1,
1419617102,TrafficAnalysis_DEST-DNS-S-01_2014-12-26_18_05_01.txt/,DEST-DNS-S-01,297,0.008176,UDP,53:DNS+,MANY,2,1,
1419617473,TrafficAnalysis_NETNET-SSYN-S-01_2014-12-26_18_11_12.txt/,NETNET-SSYN-S-01,297,0.012416,UDP,53:DNS+SOME,MANY,2,1,
1419617936,TrafficAnalysis_DEST-NTP-S-01_2014-12-26_18_18_55.txt/,DEST-NTP-S-01,298,0.0084,UDP,53:DNS+,MANY,1,1,
1419619550,TrafficAnalysis_NETNET-XSYN-S-01_2014-12-26_18_45_49.txt/,NETNET-XSYN-S-01,298,0.008368,UDP,53:DNS+,MANY,2,1,
1419619955,TrafficAnalysis_DEST-NUDP-S-01_2014-12-26_18_52_34.txt/,DEST-NUDP-S-01,297,0.008288,UDP,53:DNS+,MANY,2,1,
1419843388,TrafficAnalysis_ANON-GHPGET-S-01_2014-12-29_08_56_27.txt/,ANON-GHPGET-S-01,297,0.007632,UDP,53:DNS+,MANY,1,1,
1419843984,TrafficAnalysis_DEST-SSDP-S-01_2014-12-29_09_06_23.txt/,DEST-SSDP-S-01,295,0.008336,UDP,53:DNS+,MANY,1,1,
1419844371,TrafficAnalysis_ANON-XML-S-01_2014-12-29_09_12_44.txt/,ANON-XML-S-01,255,6.525344,TCP,MANY,SOME,1913,1,CWR(6)ECE(6)ACK(1915)PSH(1915)RST(13)SYN(1922)FIN(1908)
1419844801,TrafficAnalysis_ANON-GHPHEAD-S-01_2014-12-29_09_20_00.txt/,ANON-GHPHEAD-S-01,297,0.032424,UDP,53:DNS+SOME,MANY,2,1,
1419845238,TrafficAnalysis_ANON-SLOW-S-01_2014-12-29_09_27_17.txt/,ANON-SLOW-S-01,298,0.032512,UDP,53:DNS+,MANY,1,1,
1419845990,TrafficAnalysis_DEST-SUDP-S-01_2014-12-29_09_39_49.txt/,DEST-SUDP-S-01,297,0.012416,UDP,53:DNS+SOME,MANY,2,1,
1419846372,TrafficAnalysis_ANON-SRCGET-S-01_2014-12-29_09_46_11.txt/,ANON-SRCGET-S-01,297,0.007568,UDP,53:DNS+,MANY,1,1,
1419846803,TrafficAnalysis_DEST-UDP-S-01_2014-12-29_09_53_22.txt/,DEST-UDP-S-01,297,0.007568,UDP,53:DNS+,MANY,1,1,
1419847287,TrafficAnalysis_ANON-GHPPOST-S-01_2014-12-29_10_01_26.txt/,ANON-GHPPOST-S-01,297,0.010672,UDP,53:DNS+SOME,MANY,3,1,
1419847831,TrafficAnalysis_DEST-CHARGEN-S-02_2014-12-29_10_10_30.txt/,DEST-CHARGEN-S-02,297,7.04E-4,UDP,53:DNS+SOME,MANY,2,1,
1419848240,TrafficAnalysis_ANON-SRCHEAD-S-01_2014-12-29_10_17_19.txt/,ANON-SRCHEAD-S-01,297,0.007568,UDP,53:DNS+,MANY,1,1,
1419848656,TrafficAnalysis_DEST-DNS-S-02_2014-12-29_10_24_15.txt/,DEST-DNS-S-02,297,0.014176,UDP,53:DNS+SOME,MANY,2,1,
1419849097,TrafficAnalysis_ANON-SRCPOST-S-01_2014-12-29_10_31_36.txt/,ANON-SRCPOST-S-01,297,0.012416,UDP,53:DNS+SOME,MANY,3,1,
1419849532,TrafficAnalysis_DEST-NTP-S-02_2014-12-29_10_38_51.txt/,DEST-NTP-S-02,298,379.3134,UDP,123:NTP+MANY,80:HTTP+MANY,1348,1,
1419849911,TrafficAnalysis_ANON-GHPGET-S-02_2014-12-29_10_45_10.txt/,ANON-GHPGET-S-02,298,3.472656,UDP,123:NTP+SOME,80:HTTP+MANY,2,1,
1419850286,TrafficAnalysis_DEST-NUDP-S-02_2014-12-29_10_51_25.txt/,DEST-NUDP-S-02,297,0.007728,UDP,53:DNS+,MANY,1,1,
1419850647,TrafficAnalysis_ANON-GHPHEAD-S-02_2014-12-29_10_57_26.txt/,ANON-GHPHEAD-S-02,298,0.008256,UDP,53:DNS+,MANY,2,1,
1419851051,TrafficAnalysis_DEST-SSDP-S-02_2014-12-29_11_04_10.txt/,DEST-SSDP-S-02,298,0.012416,UDP,53:DNS+SOME,MANY,4,1,
1419851504,TrafficAnalysis_ANON-SLOW-S-02_2014-12-29_11_11_43.txt/,ANON-SLOW-S-02,298,0.008336,UDP,53:DNS+,MANY,2,1,
1419852153,TrafficAnalysis_DEST-SUDP-S-02_2014-12-29_11_22_32.txt/,DEST-SUDP-S-02,297,0.008336,UDP,53:DNS+,MANY,2,1,
1419852530,TrafficAnalysis_ANON-GHPPOST-S-02_2014-12-29_11_28_49.txt/,ANON-GHPPOST-S-02,298,0.012416,UDP,53:DNS+SOME,MANY,3,1,
1419853016,TrafficAnalysis_DEST-UDP-S-02_2014-12-29_11_36_55.txt/,DEST-UDP-S-02,297,0.032688,UDP,53:DNS+,MANY,1,1,
1419854811,TrafficAnalysis_IPSTR-ARME-S-01_2014-12-29_12_06_46.txt/,IPSTR-ARME-S-01,164,30.855087,TCP,SOME,SOME,7,1,SYN(7)
1419855500,TrafficAnalysis_IPSTR-RUDY-S-01_2014-12-29_12_17_25.txt/,IPSTR-RUDY-S-01,163,31.065712,TCP,MANY,MANY,5,1,SYN(5)
1419855840,TrafficAnalysis_IPSTR-SLOW-S-01_2014-12-29_12_23_45.txt/,IPSTR-SLOW-S-01,104,30.897425,TCP,SOME,SOME,3,1,SYN(3)
1419856358,TrafficAnalysis_IPSTR-ARME-S-02_2014-12-29_12_32_33.txt/,IPSTR-ARME-S-02,294,30.74152,TCP,SOME,SOME,5,1,SYN(5)
1419856748,TrafficAnalysis_IPSTR-RUDY-S-02_2014-12-29_12_39_02.txt/,IPSTR-RUDY-S-02,256,30.787024,TCP,SOME,SOME,3,1,SYN(3)
1419857200,TrafficAnalysis_IPSTR-SLOW-S-02_2014-12-29_12_46_35.txt/,IPSTR-SLOW-S-02,258,30.90232,TCP,MANY,MANY,13,1,RST(1)SYN(13)
1419858010,TrafficAnalysis_TITAN-RUDY-S-01_2014-12-29_13_00_09.txt/,TITAN-RUDY-S-01,298,510.01407,UDP,53:DNS+MANY,MANY,87,1,
1419858581,TrafficAnalysis_TITAN-SLOW-S-01_2014-12-29_13_09_40.txt/,TITAN-SLOW-S-01,297,473.02335,UDP,53:DNS+SOME,MANY,86,1,
1419858947,TrafficAnalysis_TITAN-RUDY-S-02_2014-12-29_13_15_46.txt/,TITAN-RUDY-S-02,299,487.6958,UDP,53:DNS+,MANY,84,1,
1419859365,TrafficAnalysis_TITAN-SLOW-S-02_2014-12-29_13_22_44.txt/,TITAN-SLOW-S-02,299,501.19495,UDP,53:DNS+,MANY,85,1,
1419863294,TrafficAnalysis_NETCOM-CHARGEN-S-01_2014-12-29_14_28_13.txt/,NETCOM-CHARGEN-S-01,298,426.33087,UDP,1900:SSDP+MANY,80:HTTP+MANY,68419,1,
1419863800,TrafficAnalysis_LEGION-SUDP-S-02_2014-12-29_14_36_38.txt/,LEGION-SUDP-S-02,298,0.21168,UDP,53:DNS+MANY,80:HTTP+MANY,28,1,
1419864884,TrafficAnalysis_NETCOM-DNS-S-01_2014-12-29_14_54_44.txt/,NETCOM-DNS-S-01,299,418.49252,UDP,1900:SSDP+MANY,80:HTTP+MANY,146213,1,
1419865510,TrafficAnalysis_DEST-ESSYN-S-02_2014-12-29_15_05_10.txt/,DEST-ESSYN-S-02,299,2.917856,UDP,1900:SSDP+MANY,80:HTTP+MANY,514,1,
1419866087,TrafficAnalysis_NETCOM-NTP-S-01_2014-12-29_15_14_46.txt/,NETCOM-NTP-S-01,299,456.5401,UDP,1900:SSDP+MANY,80:HTTP+MANY,115652,1,
1419866458,TrafficAnalysis_DEST-SSYN-S-02_2014-12-29_15_20_57.txt/,DEST-SSYN-S-02,298,0.74044,UDP,1900:SSDP+MANY,80:HTTP+MANY,64,1,
1419867040,TrafficAnalysis_NETCOM-SNMP-S-01_2014-12-29_15_30_39.txt/,NETCOM-SNMP-S-01,299,405.67966,UDP,1900:SSDP+MANY,80:HTTP+MANY,41884,1,
1419867429,TrafficAnalysis_DEST-XSYN-S-02_2014-12-29_15_37_08.txt/,DEST-XSYN-S-02,298,6.4E-4,UDP,53:DNS+1900:SSDP+MANY,80:HTTP+MANY,22,1,
1419867821,TrafficAnalysis_NETCOM-UDP-S-01_2014-12-29_15_43_40.txt/,NETCOM-UDP-S-01,299,463.25906,UDP,1900:SSDP+MANY,80:HTTP+MANY,82836,1,
1419868285,TrafficAnalysis_REST-GHPGET-S-01_2014-12-29_15_51_24.txt/,REST-GHPGET-S-01,298,0.25024,UDP,53:DNS+1900:SSDP+MANY,80:HTTP+MANY,18,1,
1419868883,TrafficAnalysis_NETCOM-UDPLAG-S-01_2014-12-29_16_01_23.txt/,NETCOM-UDPLAG-S-01,299,444.09073,UDP,1900:SSDP+MANY,80:HTTP+MANY,60157,1,
1419869314,TrafficAnalysis_REST-RUDY-S-01_2014-12-29_16_08_33.txt/,REST-RUDY-S-01,298,0.49772,UDP,1900:SSDP+MANY,80:HTTP+MANY,20,1,
1419869742,TrafficAnalysis_NETCOM-CHARGEN-S-02_2014-12-29_16_15_41.txt/,NETCOM-CHARGEN-S-02,298,418.65707,UDP,1900:SSDP+MANY,80:HTTP+MANY,111842,1,
1419870227,TrafficAnalysis_REST-SRCHEAD-S-01_2014-12-29_16_23_46.txt/,REST-SRCHEAD-S-01,298,0.185736,UDP,53:DNS+MANY,80:HTTP+MANY,36,1,
1419880340,TrafficAnalysis_REST-GHPHEAD-01_2014-12-29_19_12_20.txt/,REST-GHPHEAD-01,298,0.092272,UDP,53:DNS+MANY,MANY,7,1,
1419880769,TrafficAnalysis_NETCOM-DNS-S-02_2014-12-29_19_19_28.txt/,NETCOM-DNS-S-02,299,364.9929,UDP,1900:SSDP+MANY,80:HTTP+MANY,49063,1,
1419881143,TrafficAnalysis_LEGION-SUDP-S-01_2014-12-29_19_25_42.txt/,LEGION-SUDP-S-01,298,0.606632,UDP,1900:SSDP+MANY,80:HTTP+MANY,44,1,
1419881507,TrafficAnalysis_REST-SRCGET-S-01_2014-12-29_19_31_46.txt/,REST-SRCGET-S-01,297,0.127944,UDP,53:DNS+1900:SSDP+MANY,80:HTTP+MANY,7,1,
1419881899,TrafficAnalysis_NETCOM-NTP-S-02_2014-12-29_19_38_18.txt/,NETCOM-NTP-S-02,298,367.52573,UDP,1900:SSDP+MANY,80:HTTP+MANY,60650,1,
1419882417,TrafficAnalysis_REST-XML-S-01_2014-12-29_19_46_50.txt/,REST-XML-S-01,281,6.045528,TCP,MANY,SOME,2163,1,CWR(6)ECE(6)ACK(2168)PSH(2168)RST(15)SYN(2175)FIN(2164)
1419883265,TrafficAnalysis_REST-GHPPOST-S-01_2014-12-29_20_01_04.txt/,REST-GHPPOST-S-01,297,0.056304,UDP,53:DNS+SOME,MANY,2,1,
1419883842,TrafficAnalysis_NETCOM-SNMP-S-02_2014-12-29_20_10_41.txt/,NETCOM-SNMP-S-02,299,358.58133,UDP,1900:SSDP+MANY,80:HTTP+MANY,37803,1,
1419884298,TrafficAnalysis_REST-SLOW-S-01_2014-12-29_20_18_18.txt/,REST-SLOW-S-01,299,0.333728,UDP,1900:SSDP+53:DNS+SOME,80:HTTP+MANY,17,1,
1419884628,TrafficAnalysis_NETCOM-UDP-S-02_2014-12-29_20_23_48.txt/,NETCOM-UDP-S-02,299,301.1296,UDP,1900:SSDP+MANY,80:HTTP+MANY,33180,1,
1419885060,TrafficAnalysis_REST-SRCPOST-S-01_2014-12-29_20_30_59.txt/,REST-SRCPOST-S-01,298,1.043776,UDP,53:DNS+1900:SSDP+SOME,80:HTTP+MANY,12,1,
1419885577,TrafficAnalysis_NETCOM-UDPLAG-S-02_2014-12-29_20_39_37.txt/,NETCOM-UDPLAG-S-02,298,410.59247,UDP,1900:SSDP+MANY,80:HTTP+MANY,38504,1,
1420218382,TrafficAnalysis_NETCOM-ESSYN-S-01_2015-01-02_17_06_21.txt/,NETCOM-ESSYN-S-01,297,0.007728,UDP,53:DNS+,MANY,1,1,
1420220089,TrafficAnalysis_NETCOM-ESSYN-S-02_2015-01-02_17_34_48.txt/,NETCOM-ESSYN-S-02,297,0.007888,UDP,53:DNS+,MANY,1,1,
1420227795,TrafficAnalysis_DEST-GET-S-01_2015-01-02_19_43_15.txt/,DEST-GET-S-01,299,0.048312,UDP,MANY,53:DNS+SOME,1,1,
1420228129,TrafficAnalysis_REST-SRCGET-S-02_2015-01-02_19_48_49.txt/,REST-SRCGET-S-02,299,0.048312,UDP,MANY,53:DNS+SOME,1,1,
1420229849,TrafficAnalysis_NETNET-DNS-S-02_2015-01-02_20_17_27.txt/,NETNET-DNS-S-02,297,0.010672,UDP,53:DNS+MANY,MANY,6,1,
1420231199,TrafficAnalysis_NETNET-CHARGEN-S-02_2015-01-02_20_39_58.txt/,NETNET-CHARGEN-S-02,297,0.008336,UDP,53:DNS+,MANY,1,1,
1420231643,TrafficAnalysis_NETNET-NTP-S-02_2015-01-02_20_47_22.txt/,NETNET-NTP-S-02,297,0.008336,UDP,53:DNS+,MANY,1,1,
1420232074,TrafficAnalysis_NETNET-SSDP-S-02_2015-01-02_20_54_33.txt/,NETNET-SSDP-S-02,298,0.012416,UDP,53:DNS+MANY,MANY,7,1,
1420232639,TrafficAnalysis_NETNET-SSYN-S-02_2015-01-02_21_03_58.txt/,NETNET-SSYN-S-02,298,0.007568,UDP,53:DNS+,MANY,1,1,
1420233156,TrafficAnalysis_NETNET-SUDP-S-02_2015-01-02_21_12_35.txt/,NETNET-SUDP-S-02,298,0.007568,UDP,53:DNS+,MANY,1,1,
1420233665,TrafficAnalysis_NETNET-XSYN-S-02_2015-01-02_21_21_04.txt/,NETNET-XSYN-S-02,297,1.078672,UDP,53:DNS+SOME,MANY,2,2,
1420319741,TrafficAnalysis_RAGE-CHARGEN-S-01_2015-01-03_21_15_40.txt/,RAGE-CHARGEN-S-01,298,0.0076,UDP,53:DNS+,MANY,1,1,
1420320160,TrafficAnalysis_RAGE-NTP-S-01_2015-01-03_21_22_39.txt/,RAGE-NTP-S-01,298,483.82764,UDP,123:NTP+SOME,80:HTTP+MANY,1666,1,
1420320730,TrafficAnalysis_RAGE-SSDP-S-01_2015-01-03_21_32_09.txt/,RAGE-SSDP-S-01,297,2.241456,UDP,123:NTP+SOME,80:HTTP+MANY,2,1,
1420321126,TrafficAnalysis_RAGE-UDP-S-01_2015-01-03_21_38_45.txt/,RAGE-UDP-S-01,297,0.009616,UDP,53:DNS+,MANY,1,1,
1420321435,TrafficAnalysis_RAGE-UDPLAG-S-01_2015-01-03_21_43_54.txt/,RAGE-UDPLAG-S-01,297,0.0076,UDP,53:DNS+SOME,MANY,2,1,
1420321895,TrafficAnalysis_RAGE-SSYN-S-01_2015-01-03_21_51_34.txt/,RAGE-SSYN-S-01,298,0.0076,UDP,53:DNS+,MANY,1,1,
1420322219,TrafficAnalysis_RAGE-ESSYN-S-01_2015-01-03_21_56_58.txt/,RAGE-ESSYN-S-01,297,0.012416,UDP,53:DNS+SOME,MANY,2,1,
1420322561,TrafficAnalysis_RAGE-CHARGEN-S-02_2015-01-03_22_02_40.txt/,RAGE-CHARGEN-S-02,298,303.39685,UDP,19:CharGen+MANY,2001:unknown+MANY,1284,1,
1420323302,TrafficAnalysis_RAGE-NTP-S-02_2015-01-03_22_15_01.txt/,RAGE-NTP-S-02,298,0.020752,UDP,53:DNS+SOME,MANY,2,1,
1420324604,TrafficAnalysis_RAGE-SSDP-S-02_2015-01-03_22_36_43.txt/,RAGE-SSDP-S-02,298,312.1292,UDP,19:CharGen+MANY,2001:unknown+MANY,1267,1,
1420324676,TrafficAnalysis_RAGE-UDP-S-02_2015-01-03_22_37_56.txt/,RAGE-UDP-S-02,298,312.1292,UDP,19:CharGen+MANY,2001:unknown+MANY,1267,1,
1420325048,TrafficAnalysis_RAGE-UDPLAG-S-02_2015-01-03_22_44_07.txt/,RAGE-UDPLAG-S-02,299,42.959095,UDP,19:CharGen+MANY,2001:unknown+MANY,1224,1,
1420326659,TrafficAnalysis_RAGE-SSYN-S-02_2015-01-03_23_10_58.txt/,RAGE-SSYN-S-02,297,0.012416,UDP,53:DNS+SOME,MANY,2,1,
1420327208,TrafficAnalysis_RAGE-ESSYN-S-02_2015-01-03_23_20_03.txt/,RAGE-ESSYN-S-02,272,7.04472,TCP,MANY,MANY,460989,1,ACK(1)SYN(461040)
1420494681,TrafficAnalysis_LEGION-ARME-S-01_2015-01-05_21_51_20.txt/,LEGION-ARME-S-01,298,0.007568,UDP,53:DNS+,MANY,1,1,
1420495096,TrafficAnalysis_LEGION-GET-S-01_2015-01-05_21_58_15.txt/,LEGION-GET-S-01,297,0.01144,UDP,53:DNS+MANY,MANY,6,1,
1420495530,TrafficAnalysis_LEGION-HEAD-S-01_2015-01-05_22_05_29.txt/,LEGION-HEAD-S-01,298,0.012416,UDP,53:DNS+MANY,MANY,7,1,
1420496049,TrafficAnalysis_LEGION-POST-S-01_2015-01-05_22_14_08.txt/,LEGION-POST-S-01,298,0.007568,UDP,53:DNS+,MANY,1,1,
1420496552,TrafficAnalysis_LEGION-RUDY-S-01_2015-01-05_22_22_31.txt/,LEGION-RUDY-S-01,297,0.007728,UDP,53:DNS+,MANY,1,1,
1420497060,TrafficAnalysis_LEGION-SLOW-S-01_2015-01-05_22_30_59.txt/,LEGION-SLOW-S-01,297,0.008336,UDP,53:DNS+,MANY,1,1,
1420497494,TrafficAnalysis_LEGION-XML-S-01_2015-01-05_22_38_13.txt/,LEGION-XML-S-01,297,0.007568,UDP,53:DNS+,MANY,1,1,
1420497956,TrafficAnalysis_KRYPT-XSYN-S-01_2015-01-05_22_45_51.txt/,KRYPT-XSYN-S-01,293,40.60909,TCP,MANY,MANY,1244880,1,CWR(6)ECE(8)ACK(6923)PSH(1)RST(62557)SYN(1244828)FIN(41)
1420498348,TrafficAnalysis_KRYPT-NTP-S-01_2015-01-05_22_52_27.txt/,KRYPT-NTP-S-01,298,531.6935,UDP,123:NTP+MANY,80:HTTP+MANY,3133,1,
1420498881,TrafficAnalysis_LEGION-ARME-S-02_2015-01-05_23_01_20.txt/,LEGION-ARME-S-02,297,0.0076,UDP,53:DNS+,MANY,1,1,
1420588279,TrafficAnalysis_KRYPT-XSYN-S-02_2015-01-06_23_51_17.txt/,KRYPT-XSYN-S-02,293,37.690327,TCP,MANY,MANY,1467408,1,CWR(11)ECE(10)ACK(8343)RST(74136)SYN(1467308)FIN(46)
1420588681,TrafficAnalysis_KRYPT-NTP-S-02_2015-01-06_23_58_00.txt/,KRYPT-NTP-S-02,299,489.90305,UDP,123:NTP+MANY,80:HTTP+MANY,3012,1,
1420589224,TrafficAnalysis_KRYPT-UDPLAG-S-02_2015-01-07_00_07_03.txt/,KRYPT-UDPLAG-S-02,298,19.935272,UDP,19:CharGen+SOME,39518:unknown+MANY,389,1,
1420590130,TrafficAnalysis_KRYPT-UDPLAG-S-01_2015-01-07_00_22_09.txt/,KRYPT-UDPLAG-S-01,299,20.6908,UDP,19:CharGen+MANY,46875:unknown+MANY,389,1,
1420625354,TrafficAnalysis_prod-anon-030.txt/,prod-anon-030,7,0.25392,TCP,MANY,MANY,172,1,ACK(97)PSH(59)RST(10)SYN(110)FIN(46)
1421357686,TrafficAnalysis_prod-anon-035.txt/,prod-anon-035,12,12.367072,UDP,49164:unknown+MANY,3072:unknown+1:TCPMUX+MANY,2824,2672,
1425286830,TrafficAnalysis_prod-anon-011.txt/,prod-anon-011,32,3.118576,UDP,MANY,80:HTTP+,260,1,
1425286830,TrafficAnalysis_prod-anon-017.txt/,prod-anon-017,32,3.118576,UDP,MANY,80:HTTP+,260,1,
1425286862,TrafficAnalysis_prod-anon-012.txt/,prod-anon-012,26,3.741704,UDP,MANY,80:HTTP+,263,1,
1425458164,TrafficAnalysis_prod-anon-046.txt/,prod-anon-046,21,1.856488,UDP,MANY,MANY,1153,1,
1425458170,TrafficAnalysis_prod-anon-045.txt/,prod-anon-045,31,1.196728,TCP,MANY,MANY,1185,1,CWR(177)ECE(392)URG(118)ACK(735)PSH(93)RST(313)SYN(1187)FIN(281)
