Start,Folder,File_name,Duration[s],Peak[Mb/s],Protocol,Src_Ports,Dst_Ports,Src_IPs,IPs_Fragmented,Flags
1425458479,TrafficAnalysis_prod-anon-031.txt/,prod-anon-031,15,0.393064,TCP,MANY,SOME,8165,1,CWR(4761)ECE(4761)ACK(598)PSH(57)RST(573)SYN(8017)FIN(22)
1425463956,TrafficAnalysis_prod-anon-047.txt/,prod-anon-047,51,0.898624,TCP,MANY,MANY,1544,1,CWR(182)ECE(462)URG(123)ACK(1030)PSH(102)RST(351)SYN(1557)FIN(333)
1425464012,TrafficAnalysis_prod-anon-049.txt/,prod-anon-049,24,1.552824,UDP,MANY,MANY,2071,1,
1425464081,TrafficAnalysis_prod-anon-048.txt/,prod-anon-048,40,1.116944,TCP,MANY,MANY,1503,1,CWR(180)ECE(466)URG(124)ACK(997)PSH(104)RST(346)SYN(1515)FIN(333)
1425464105,TrafficAnalysis_prod-anon-050.txt/,prod-anon-050,23,1.703856,UDP,MANY,MANY,2066,1,
1425555008,TrafficAnalysis_prod-anon-013.txt/,prod-anon-013,29,2.719648,UDP,123:NTP+,80:HTTP+SOME,1468,1,
1427188571,TrafficAnalysis_prod-anon-032.txt/,prod-anon-032,21,8.580248,UDP,16705:unknown+MANY,16705:unknown+SOME,10,11,
1427188647,TrafficAnalysis_prod-anon-033.txt/,prod-anon-033,22,11.150912,UDP,16705:unknown+MANY,16705:unknown+SOME,16,17,
1427382750,TrafficAnalysis_BOOTIO-CHARGEN-S-01_2015-03-26_15%3A12%3A29.txt/,BOOTIO-CHARGEN-S-01,298,1128.2563,UDP,19:CharGen+SOME,2015:unknown+MANY,291,1,
1427383297,TrafficAnalysis_BOOTIO-CHARGEN-S-02_2015-03-26_15%3A21%3A36.txt/,BOOTIO-CHARGEN-S-02,299,1156.3275,UDP,19:CharGen+SOME,2015:unknown+MANY,293,1,
1427383713,TrafficAnalysis_BOOTIO-SSDP-S-01_2015-03-26_15%3A28%3A32.txt/,BOOTIO-SSDP-S-01,298,543.72235,UDP,1900:SSDP+MANY,80:HTTP+MANY,16321,1,
1427384081,TrafficAnalysis_BOOTIO-SSDP-S-02_2015-03-26_15%3A34%3A40.txt/,BOOTIO-SSDP-S-02,298,496.51993,UDP,1900:SSDP+MANY,80:HTTP+MANY,16287,1,
1427385238,TrafficAnalysis_BOOTIO-NTP-S-01_2015-03-26_15%3A53%3A57.txt/,BOOTIO-NTP-S-01,298,355.3913,UDP,123:NTP+MANY,80:HTTP+MANY,541,1,
1427385998,TrafficAnalysis_POWER-NTP-S-01_2015-03-26_16%3A06%3A37.txt/,POWER-NTP-S-01,297,0.031176,UDP,53:DNS+,MANY,1,1,
1427386620,TrafficAnalysis_BOOTIO-NTP-S-02_2015-03-26_16%3A16%3A58.txt/,BOOTIO-NTP-S-02,297,540.84937,UDP,123:NTP+SOME,80:HTTP+MANY,415,1,
1427387224,TrafficAnalysis_POWER-NTP-S-02_2015-03-26_16%3A27%3A03.txt/,POWER-NTP-S-02,297,0.024248,UDP,53:DNS+SOME,MANY,2,1,
1427387673,TrafficAnalysis_POWER-SNMP-S-01_2015-03-26_16%3A34%3A32.txt/,POWER-SNMP-S-01,297,0.007568,UDP,53:DNS+,MANY,1,1,
1427388092,TrafficAnalysis_BOOTIO-UDPLAG-S-01_2015-03-26_16%3A41%3A31.txt/,BOOTIO-UDPLAG-S-01,297,1.864872,UDP,19:CharGen+53:DNS+MANY,54:XNS+MANY,8,1,
1427388436,TrafficAnalysis_BOOTIO-UDPLAG-S-02_2015-03-26_16%3A47%3A15.txt/,BOOTIO-UDPLAG-S-02,298,2.071744,UDP,19:CharGen+53:DNS+,54:XNS+MANY,4,1,
1427388830,TrafficAnalysis_BOOTIO-SSYN-S-01_2015-03-26_16%3A53%3A47.txt/,BOOTIO-SSYN-S-01,263,29.723791,TCP,MANY,MANY,557090,1,CWR(5)ECE(4)ACK(2160)PSH(1)RST(20880)SYN(557109)FIN(2)
1427389197,TrafficAnalysis_BOOTIO-SSYN-S-02_2015-03-26_16%3A59%3A53.txt/,BOOTIO-SSYN-S-02,293,41.642952,TCP,MANY,MANY,1574289,1,CWR(8)ECE(12)ACK(8110)PSH(2)RST(75038)SYN(1574228)FIN(49)
1427390437,TrafficAnalysis_POWER-SNMP-S-02_2015-03-26_17%3A20%3A36.txt/,POWER-SNMP-S-02,298,0.031176,UDP,53:DNS+,MANY,1,1,
1427390869,TrafficAnalysis_POWER-TCPAMP-S-01_2015-03-26_17%3A27%3A48.txt/,POWER-TCPAMP-S-01,297,0.007728,UDP,53:DNS+,MANY,1,1,
1427391250,TrafficAnalysis_POWER-TCPAMP-S-02_2015-03-26_17%3A34%3A09.txt/,POWER-TCPAMP-S-02,297,0.007632,UDP,53:DNS+,MANY,1,1,
1427397490,TrafficAnalysis_POWER-SSYN-S-01_2015-03-26_19%3A18%3A10.txt/,POWER-SSYN-S-01,298,5.76E-4,UDP,53:DNS+MANY,MANY,5,1,
1427398099,TrafficAnalysis_POWER-SSYN-S-02_2015-03-26_19%3A28%3A17.txt/,POWER-SSYN-S-02,297,0.052376,UDP,53:DNS+MANY,MANY,4,1,
1427896226,TrafficAnalysis_prod-anon-039.txt/,prod-anon-039,43,3.128416,UDP,MANY,MANY,1746,1,
1427896489,TrafficAnalysis_prod-anon-038.txt/,prod-anon-038,54,5.060112,UDP,MANY,MANY,1747,1,
1427896646,TrafficAnalysis_prod-anon-036.txt/,prod-anon-036,13,13.524048,UDP,53:DNS+49164:unknown+MANY,4:Unassigned+1:TCPMUX+MANY,1738,1602,
1427896659,TrafficAnalysis_prod-anon-037.txt/,prod-anon-037,6,13.326408,UDP,53:DNS+49164:unknown+MANY,4:Unassigned+1:TCPMUX+MANY,1417,1275,
1428068431,TrafficAnalysis_prod-anon-006.txt/,prod-anon-006,55,0.980928,UDP,123:NTP+SOME,80:HTTP+SOME,936,1,
1428068486,TrafficAnalysis_prod-anon-007.txt/,prod-anon-007,58,1.074304,UDP,123:NTP+SOME,80:HTTP+SOME,954,1,
1428310400,TrafficAnalysis_RAGE-XYN-S-01_2015-04-06_08%3A53%3A19.txt/,RAGE-XYN-S-01,297,0.025472,UDP,53:DNS+SOME,MANY,3,1,
1428313109,TrafficAnalysis_RAGE-XYN-S-02_2015-04-06_09%3A38%3A29.txt/,RAGE-XYN-S-02,298,0.055528,UDP,53:DNS+SOME,MANY,4,1,
1428313980,TrafficAnalysis_ANON-SRCGET-S-02_2015-04-06_09%3A53%3A00.txt/,ANON-SRCGET-S-02,298,0.020784,UDP,53:DNS+,MANY,1,1,
1428314407,TrafficAnalysis_ANON-SRCPOST-S-02_2015-04-06_10%3A00%3A07.txt/,ANON-SRCPOST-S-02,298,0.021488,UDP,53:DNS+,MANY,1,1,
1428349380,TrafficAnalysis_ANON-SRCHEAD-S-02_2015-04-06_19%3A42%3A59.txt/,ANON-SRCHEAD-S-02,298,0.020784,UDP,53:DNS+,MANY,1,1,
1428350488,TrafficAnalysis_ANON-XML-S-02_2015-04-06_20%3A01%3A24.txt/,ANON-XML-S-02,229,5.915456,TCP,MANY,SOME,1791,1,CWR(7)ECE(7)ACK(1792)PSH(1792)RST(12)SYN(1799)FIN(1787)
1428426592,TrafficAnalysis_HORNY-SSDP-S-01_2015-04-07_17_09_52.txt/,HORNY-SSDP-S-01,299,126.841415,UDP,1900:SSDP+MANY,80:HTTP+MANY,41011,1,
1428426924,TrafficAnalysis_HORNY-TCPRND-S-01_2015-04-07_17_15_24.txt/,HORNY-TCPRND-S-01,298,0.694552,UDP,1900:SSDP+53:DNS+,80:HTTP+MANY,39,1,
